,path,split_path,size
94,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|51025132033_cea7a3ca37.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|51025132033_cea7a3ca37.jpg']",1
95,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|51025864041_61d072b4d6.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|51025864041_61d072b4d6.jpg']",1
96,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Magnoliales,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Magnoliales']",7
97,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Magnoliales/Annonaceae,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Magnoliales', 'Annonaceae']",2
98,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Magnoliales/Annonaceae/Asimina,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Magnoliales', 'Annonaceae', 'Asimina']",1
99,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Magnoliales/Annonaceae/Asimina/https:||live.staticflickr.com|65535|51025131573_f29b19f72d.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Magnoliales', 'Annonaceae', 'Asimina', 'https:||live.staticflickr.com|65535|51025131573_f29b19f72d.jpg']",1
100,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|51016300222_ab112efcea.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|51016300222_ab112efcea.jpg']",1
101,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Saturniidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Saturniidae']",3
102,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Saturniidae/Saturnia,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Saturniidae', 'Saturnia']",1
103,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Saturniidae/Saturnia/https:||live.staticflickr.com|65535|51006376423_61abe20a78.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Saturniidae', 'Saturnia', 'https:||live.staticflickr.com|65535|51006376423_61abe20a78.jpg']",1
104,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera']",31
105,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Passalidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Passalidae']",1
106,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Passalidae/Passalus,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Passalidae', 'Passalus']",1
107,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Passalidae/Passalus/https:||live.staticflickr.com|65535|51006230578_56290c2766.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Passalidae', 'Passalus', 'https:||live.staticflickr.com|65535|51006230578_56290c2766.jpg']",1
108,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae']",9
109,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Batocera,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Batocera']",1
110,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Batocera/https:||live.staticflickr.com|65535|51006938126_e03a5fd909.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Batocera', 'https:||live.staticflickr.com|65535|51006938126_e03a5fd909.jpg']",1
111,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Batocera/https:||live.staticflickr.com|65535|51007043062_e349a04a2b.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Batocera', 'https:||live.staticflickr.com|65535|51007043062_e349a04a2b.jpg']",1
112,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Batocera/https:||live.staticflickr.com|65535|51006937636_9d1bdfd6c6.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Batocera', 'https:||live.staticflickr.com|65535|51006937636_9d1bdfd6c6.jpg']",1
113,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae']",6
114,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Chrysodema,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Chrysodema']",1
115,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Chrysodema/https:||live.staticflickr.com|65535|51006229573_2461a00c8e.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Chrysodema', 'https:||live.staticflickr.com|65535|51006229573_2461a00c8e.jpg']",1
116,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Buprestis,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Buprestis']",1
117,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Buprestis/https:||live.staticflickr.com|65535|51006229248_d5d99a580f.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Buprestis', 'https:||live.staticflickr.com|65535|51006229248_d5d99a580f.jpg']",1
118,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Anthaxia,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Anthaxia']",1
119,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Anthaxia/https:||live.staticflickr.com|65535|51007041642_a6163aca1b.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Anthaxia', 'https:||live.staticflickr.com|65535|51007041642_a6163aca1b.jpg']",1
120,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Buprestidae/Anthaxia/https:||live.staticflickr.com|65535|51006936166_88c916042f.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Buprestidae', 'Anthaxia', 'https:||live.staticflickr.com|65535|51006936166_88c916042f.jpg']",1
121,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Tetrops,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Tetrops']",1
122,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Tetrops/https:||live.staticflickr.com|65535|51006227718_eed2bed850.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Tetrops', 'https:||live.staticflickr.com|65535|51006227718_eed2bed850.jpg']",1
123,Eukarya/Metazoa/Arthropoda/Insecta/Coleoptera/Cerambycidae/Batocera/https:||live.staticflickr.com|65535|51007038672_5db75b4700.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Coleoptera', 'Cerambycidae', 'Batocera', 'https:||live.staticflickr.com|65535|51007038672_5db75b4700.jpg']",1
124,Eukarya/Metazoa/Chordata,"['Eukarya', 'Metazoa', 'Chordata']",708
125,Eukarya/Metazoa/Chordata/Aves,"['Eukarya', 'Metazoa', 'Chordata', 'Aves']",564
126,Eukarya/Metazoa/Chordata/Aves/Charadriiformes,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes']",50
127,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Laridae,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Laridae']",21
128,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Laridae/Larus,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Laridae', 'Larus']",1
129,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Laridae/Larus/https:||live.staticflickr.com|65535|50982614851_3885663e4e.jpg,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Laridae', 'Larus', 'https:||live.staticflickr.com|65535|50982614851_3885663e4e.jpg']",1
130,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Stercorariidae,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Stercorariidae']",2
131,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Stercorariidae/Stercorarius,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Stercorariidae', 'Stercorarius']",1
132,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Stercorariidae/Stercorarius/https:||live.staticflickr.com|65535|50982720062_cf503c3ccb.jpg,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Stercorariidae', 'Stercorarius', 'https:||live.staticflickr.com|65535|50982720062_cf503c3ccb.jpg']",1
133,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Haematopodidae,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Haematopodidae']",2
134,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Haematopodidae/Haematopus,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Haematopodidae', 'Haematopus']",1
135,Eukarya/Metazoa/Chordata/Aves/Charadriiformes/Haematopodidae/Haematopus/https:||live.staticflickr.com|65535|50982613991_c7e1476fca.jpg,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Charadriiformes', 'Haematopodidae', 'Haematopus', 'https:||live.staticflickr.com|65535|50982613991_c7e1476fca.jpg']",1
136,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Erebidae,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Erebidae']",5
137,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Erebidae/Bocana,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Erebidae', 'Bocana']",1
138,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Erebidae/Bocana/https:||live.staticflickr.com|65535|50975548963_df9fc8d1ba.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Erebidae', 'Bocana', 'https:||live.staticflickr.com|65535|50975548963_df9fc8d1ba.jpg']",1
139,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|50959564098_d64ef7cc24.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|50959564098_d64ef7cc24.jpg']",1
140,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Lycaenidae/Lycaena/https:||live.staticflickr.com|65535|50959441687_887041903c.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Lycaenidae', 'Lycaena', 'https:||live.staticflickr.com|65535|50959441687_887041903c.jpg']",1
141,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Lycaenidae/Lycaena/https:||live.staticflickr.com|65535|50958638798_c7bb84ff0c.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Lycaenidae', 'Lycaena', 'https:||live.staticflickr.com|65535|50958638798_c7bb84ff0c.jpg']",1
142,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Lycaenidae/Thecla/https:||live.staticflickr.com|65535|50958638628_a5a7c005d4.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Lycaenidae', 'Thecla', 'https:||live.staticflickr.com|65535|50958638628_a5a7c005d4.jpg']",1
143,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Lycaenidae/Thecla/https:||live.staticflickr.com|65535|50959340441_c5321536f9.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Lycaenidae', 'Thecla', 'https:||live.staticflickr.com|65535|50959340441_c5321536f9.jpg']",1
144,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Malpighiales/Euphorbiaceae/Croton/https:||live.staticflickr.com|65535|50959440787_1263cae993.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Malpighiales', 'Euphorbiaceae', 'Croton', 'https:||live.staticflickr.com|65535|50959440787_1263cae993.jpg']",1
145,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Apatura/https:||live.staticflickr.com|65535|50959440557_292d77838e.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Apatura', 'https:||live.staticflickr.com|65535|50959440557_292d77838e.jpg']",1
146,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Limenitis/https:||live.staticflickr.com|65535|50958637658_0cf8325d73.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Limenitis', 'https:||live.staticflickr.com|65535|50958637658_0cf8325d73.jpg']",1
147,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Limenitis/https:||live.staticflickr.com|65535|50959440072_49586fcc17.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Limenitis', 'https:||live.staticflickr.com|65535|50959440072_49586fcc17.jpg']",1
148,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Limenitis/https:||live.staticflickr.com|65535|50959339211_d98f4b7f58.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Limenitis', 'https:||live.staticflickr.com|65535|50959339211_d98f4b7f58.jpg']",1
149,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Limenitis/https:||live.staticflickr.com|65535|50958637068_b68f148172.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Limenitis', 'https:||live.staticflickr.com|65535|50958637068_b68f148172.jpg']",1
150,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Melitaea/https:||live.staticflickr.com|65535|50958635563_88fa4190ce.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Melitaea', 'https:||live.staticflickr.com|65535|50958635563_88fa4190ce.jpg']",1
151,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50958635353_79a136d6c8.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50958635353_79a136d6c8.jpg']",1
152,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959337171_94a0312637.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959337171_94a0312637.jpg']",1
153,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959437582_93fb38554f.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959437582_93fb38554f.jpg']",1
154,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50958634673_af5dd2e1be.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50958634673_af5dd2e1be.jpg']",1
155,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50958634478_da3d999360.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50958634478_da3d999360.jpg']",1
156,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959336311_0a1b621190.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959336311_0a1b621190.jpg']",1
157,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50958634068_ddd33c42f7.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50958634068_ddd33c42f7.jpg']",1
158,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959335846_11ac37eefc.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959335846_11ac37eefc.jpg']",1
159,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959436157_51ba4c6b35.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959436157_51ba4c6b35.jpg']",1
160,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959335111_e8db48a7d8.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959335111_e8db48a7d8.jpg']",1
161,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959435457_f45238e793.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959435457_f45238e793.jpg']",1
162,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50958632488_193b7f36d7.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50958632488_193b7f36d7.jpg']",1
163,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Nymphalidae/Argynnis/https:||live.staticflickr.com|65535|50959434962_ab830b99a0.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Nymphalidae', 'Argynnis', 'https:||live.staticflickr.com|65535|50959434962_ab830b99a0.jpg']",1
164,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50959434797_5a7460b247.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50959434797_5a7460b247.jpg']",1
165,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50958631733_1fab17fce7.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50958631733_1fab17fce7.jpg']",1
166,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50959434347_89bd377d30.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50959434347_89bd377d30.jpg']",1
167,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50958631433_522466a92a.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50958631433_522466a92a.jpg']",1
168,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50959433987_459e32c625.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50959433987_459e32c625.jpg']",1
169,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50959333181_667370c0d2.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50959333181_667370c0d2.jpg']",1
170,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50959332901_b7ef74afae.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50959332901_b7ef74afae.jpg']",1
171,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Pieridae/Colias/https:||live.staticflickr.com|65535|50959433202_b5bdf97692.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Pieridae', 'Colias', 'https:||live.staticflickr.com|65535|50959433202_b5bdf97692.jpg']",1
172,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ericales/Ericaceae/Pieris/https:||live.staticflickr.com|65535|50959332096_4e8551d3fd.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ericales', 'Ericaceae', 'Pieris', 'https:||live.staticflickr.com|65535|50959332096_4e8551d3fd.jpg']",1
173,Eukarya/Viridiplantae/Streptophyta/Magnoliopsida/Ericales/Ericaceae/Pieris/https:||live.staticflickr.com|65535|50959432407_4738f720d8.jpg,"['Eukarya', 'Viridiplantae', 'Streptophyta', 'Magnoliopsida', 'Ericales', 'Ericaceae', 'Pieris', 'https:||live.staticflickr.com|65535|50959432407_4738f720d8.jpg']",1
174,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Parnassius/https:||live.staticflickr.com|65535|50958629558_7233b6e4d1.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Parnassius', 'https:||live.staticflickr.com|65535|50958629558_7233b6e4d1.jpg']",1
175,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Parnassius/https:||live.staticflickr.com|65535|50959431957_1f188dcc17.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Parnassius', 'https:||live.staticflickr.com|65535|50959431957_1f188dcc17.jpg']",1
176,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Parnassius/https:||live.staticflickr.com|65535|50959331016_556ea8ea17.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Parnassius', 'https:||live.staticflickr.com|65535|50959331016_556ea8ea17.jpg']",1
177,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Parnassius/https:||live.staticflickr.com|65535|50959431397_efd05be90c.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Parnassius', 'https:||live.staticflickr.com|65535|50959431397_efd05be90c.jpg']",1
178,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|50959330571_e6974c98c6.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|50959330571_e6974c98c6.jpg']",1
179,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|50959330376_11847b4aa9.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|50959330376_11847b4aa9.jpg']",1
180,Eukarya/Metazoa/Arthropoda/Insecta/Lepidoptera/Papilionidae/Papilio/https:||live.staticflickr.com|65535|50958627948_8860ff192e.jpg,"['Eukarya', 'Metazoa', 'Arthropoda', 'Insecta', 'Lepidoptera', 'Papilionidae', 'Papilio', 'https:||live.staticflickr.com|65535|50958627948_8860ff192e.jpg']",1
181,Eukarya/Metazoa/Chordata/Aves/Piciformes,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Piciformes']",11
182,Eukarya/Metazoa/Chordata/Aves/Piciformes/Picidae,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Piciformes', 'Picidae']",8
183,Eukarya/Metazoa/Chordata/Aves/Piciformes/Picidae/Sphyrapicus,"['Eukarya', 'Metazoa', 'Chordata', 'Aves', 'Piciformes', 'Picidae', 'Sphyrapicus']",1
